image_id,built_score_ad,paved_score_ad,sky_score_ad,nature_score_ad,road_score_ad,sidewalk_score_ad,terrain_score_ad,vegetation_score_ad,pole_score_ad,built_score,paved_score,auto_score,sky_score,nature_score,human_score,latitude,longitude,road_score,sidewalk_score,building_score,wall_score,fence_score,pole_score,traffic_light_score,traffic_sign_score,vegetation_score,terrain_score,sky_score,person_score,rider_score,car_score,truck_score,bus_score,train_score,motorcycle_score,bicycle_score,void_score
10_40.54974005_-80.03344764,10.06920214,37.52907653,3.689084671,48.71263666,36.14394336,1.385133171,0.832315655,47.880321,0,9.619444444,35.85277778,4.464236111,3.524305556,46.53680556,0,40.54974005,-80.03344764,34.52951389,1.323263889,9.619444444,0,0,0,0,0,45.74166667,0.795138889,3.524305556,0,0,4.463194444,0,0,0,0.001041667,0.002430556,0
11_40.38806961_-79.98084918,13.6444832,4.562460881,25.88488885,51.61435514,3.992812586,0.569648295,42.7862131,8.828142032,1.091474264,13.47326389,4.505208333,0.823263889,25.56006944,50.96666667,0.143402778,40.38806961,-79.98084918,3.942708333,0.5625,13.46597222,0.007291667,3.137152778,1.077777778,0.005208333,0.019791667,8.717361111,42.24930556,25.56006944,0.110069444,0.033333333,0.396180556,0.092013889,0.000347222,0,0.334722222,0.288194444,0
12_40.35753762_-80.02580889,9.629579684,26.88439536,36.4948117,25.50676395,26.16399563,0.720399733,10.86171164,14.64505231,1.013173024,9.421875,26.30451389,1.994444444,35.70763889,24.95659722,0.049652778,40.35753762,-80.02580889,25.59965278,0.704861111,9.285416667,0.136458333,0.153819444,0.991319444,0.001736111,0.305555556,14.32916667,10.62743056,35.70763889,0.014236111,0.035416667,1.994097222,0,0,0,0.000347222,0.112847222,0
13_40.66742289_-80.08922035,38.67318077,28.57517258,18.97511719,13.77306802,26.64418379,1.930988785,4.724865004,9.048203018,0,27.15555556,20.06493056,29.78090278,13.32395833,9.671180556,0.000694444,40.66742289,-80.08922035,18.70902778,1.355902778,27.15347222,0.002083333,0,0,0,0.002430556,6.353472222,3.317708333,13.32395833,0.000694444,0,14.32743056,15.45347222,0,0.000347222,0,0,0
14_40.44424836_-79.7883937,0.940641269,21.1557086,3.278700691,74.50175698,21.05106921,0.104639384,2.44603836,72.05571862,0.122821404,0.880208333,19.79652778,6.034027778,3.068055556,69.71527778,0.325694444,40.44424836,-79.7883937,19.69861111,0.097916667,0.877430556,0.002777778,0.000347222,0.114930556,0,0,67.42638889,2.288888889,3.068055556,0.04375,0.281944444,4.719791667,0,0.071180556,0,1.243055556,0.064930556,0
15_40.48729983_-79.81292392,12.44347289,37.27280029,15.00068094,35.07701656,32.96085094,4.311949352,17.08856118,17.98845537,0.147014146,12.37291667,37.06145833,0.217361111,14.915625,34.878125,0.228125,40.48729983,-79.81292392,32.77395833,4.2875,12.35,0.022916667,0.058680556,0.146180556,0,0,17.88645833,16.99166667,14.915625,0.228125,0,0.101388889,0.023611111,0,0,0.092361111,0.121527778,0
16_40.35905401_-80.07467593,0.134042206,30.50085252,8.571755988,60.27107084,21.99889571,8.501956808,2.212390917,58.05867993,0.099663505,0.134027778,30.49756944,0.010763889,8.570833333,60.26458333,0,40.35905401,-80.07467593,21.99652778,8.501041667,0.134027778,0,0.419097222,0.099652778,0,0.003472222,58.05243056,2.212152778,8.570833333,0,0,0.010763889,0,0,0,0,0,0
17_40.43732447_-80.02516985,20.43991938,15.68385572,20.79053444,42.26561957,14.62853569,1.055320036,4.966988672,37.2986309,0.018416846,20.42430556,15.671875,0.046180556,20.77465278,42.23333333,0.026736111,40.43732447,-80.02516985,14.61736111,1.054513889,11.43229167,8.992013889,0.801041667,0.018402778,0,0,37.27013889,4.963194444,20.77465278,0.026736111,0,0.046180556,0,0,0,0,0.003472222,0
18_40.46912682_-79.90509072,13.86076389,0.462152778,15.42847222,64.50972222,0.363194444,0.098958333,0.911805556,63.59791667,0,13.86076389,0.462152778,0,15.42847222,64.50972222,0,40.46912682,-79.90509072,0.363194444,0.098958333,12.83090278,1.029861111,5.738888889,0,0,0,63.59791667,0.911805556,15.42847222,0,0,0,0,0,0,0,0,0
19_40.5741618_-79.96013546,3.256529912,24.89549708,9.434276958,62.20451647,24.62759433,0.267902749,24.24328766,37.96122881,0.185898795,3.254166667,24.87743056,0.017361111,9.427430556,62.159375,0.048611111,40.5741618,-79.96013546,24.60972222,0.267708333,3.254166667,0,0.001041667,0.185763889,0,0.022222222,37.93368056,24.22569444,9.427430556,0,0.048611111,0.000694444,0,0,0,0.016666667,0.006597222,0
20_40.26857769_-79.87988295,5.625710383,36.28678784,18.63349288,36.7191872,16.90424301,19.38254483,14.36094224,22.35824496,0.703865525,5.619791667,36.24861111,0.073263889,18.61388889,36.68055556,0.007986111,40.26857769,-79.87988295,16.88645833,19.36215278,5.020486111,0.599305556,1.997222222,0.703125,0,0.031597222,22.33472222,14.34583333,18.61388889,0.007638889,0.000347222,0.073263889,0,0,0,0,0.023958333,0
21_40.45609762_-80.07494282,12.44870862,34.31207757,0.626443398,52.05801134,33.53273114,0.779346437,10.896372,41.16163935,0.361599797,12.240625,33.73854167,1.434722222,0.615972222,51.18784722,0.004513889,40.45609762,-80.07494282,32.97222222,0.766319444,12.22743056,0.013194444,0.103472222,0.355555556,0,0.086458333,40.47361111,10.71423611,0.615972222,0.004513889,0,0.945138889,0.26875,0,0,0.220833333,0.232291667,0
22_40.53814651_-79.9512788,10.07420538,27.28776741,26.05946857,35.18586101,23.48226544,3.805501972,18.98058843,16.20527258,1.183462802,10.06423611,27.26076389,0.076736111,26.03368056,35.15104167,0.016666667,40.53814651,-79.9512788,23.45902778,3.801736111,8.950694444,1.113541667,0.188541667,1.182291667,0.004861111,0.015625,16.18923611,18.96180556,26.03368056,0.011458333,0.005208333,0.075694444,0.001041667,0,0.005555556,0,0,0
23_40.35646585_-79.89178493,7.251987362,26.20618072,20.05175733,46.46202183,24.4549876,1.751193119,13.41482658,33.04719525,0.028052753,7.180902778,25.94930556,0.613194444,19.85520833,46.00659722,0.365625,40.35646585,-79.89178493,24.21527778,1.734027778,7.180902778,0,0,0.027777778,0,0,32.72326389,13.28333333,19.85520833,0.365625,0,0.613194444,0,0,0,0,0.001388889,0
24_40.42345713_-79.83829811,10.94268305,27.7523099,4.913440868,55.04513034,23.4670634,4.285246508,17.19579733,37.84933301,0.597229538,10.67534722,27.07430556,2.248958333,4.793402778,53.70034722,0.057986111,40.42345713,-79.83829811,22.89375,4.180555556,10.66388889,0.011458333,0.034375,0.582638889,0,0.696527778,36.92465278,16.77569444,4.793402778,0.051388889,0.006597222,2.121180556,0.019444444,0,0,0.108333333,0.136111111,0
25_40.46593809_-79.98934313,18.49049397,26.34360622,9.251150273,42.19394045,19.05998785,7.28361837,3.5742686,38.61967185,0.055560379,18.48888889,26.34131944,0.001736111,9.250347222,42.19027778,0,40.46593809,-79.98934313,19.05833333,7.282986111,13.28368056,5.205208333,3.664930556,0.055555556,0,0,38.61631944,3.573958333,9.250347222,0,0,0.001736111,0,0,0,0,0.006944444,0
26_40.50960282_-80.08804883,0,0,0,100,0,0,0,100,0,0,0,0,0,100,0,40.50960282,-80.08804883,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
27_40.46307569_-79.91180293,15.26264148,34.24676735,5.062550373,43.16010793,23.1863896,11.06037776,0.091810632,43.0682973,0,15.12326389,33.93402778,0.780902778,5.016319444,42.76597222,0.090277778,40.46307569,-79.91180293,22.97465278,10.959375,15.11180556,0.011458333,2.246875,0,0,0.000347222,42.675,0.090972222,5.016319444,0.090277778,0,0.779166667,0.000347222,0,0,0.001388889,0.042013889,0
28_40.41003037_-79.98775218,50.72621704,22.64367123,19.82279615,6.616931281,18.32815017,4.315521059,2.721375591,3.89555569,0.109837097,40.89131944,18.25347222,19.30729167,15.97951389,5.334027778,0.019097222,40.41003037,-79.98775218,14.77465278,3.478819444,40.89131944,0,0.064930556,0.088541667,0,0,3.140277778,2.19375,15.97951389,0.019097222,0,19.30729167,0,0,0,0,0.061805556,0
29_40.4689447_-79.83928006,7.355157591,17.48864408,25.74775057,49.05619659,7.976818253,9.511825824,8.694199342,40.36199725,0.35225117,7.337152778,17.44583333,0.236458333,25.68472222,48.93611111,0.008333333,40.4689447,-79.83928006,7.957291667,9.488541667,7.337152778,0,0,0.351388889,0,0,40.26319444,8.672916667,25.68472222,0.008333333,0,0.232638889,0.003819444,0,0,0,0,0
30_40.57874866_-80.20378929,0,27.14650456,0,72.76873643,27.11350413,0.033000434,2.61016066,70.15857577,0.08475901,0,27.13472222,0.042708333,0,72.73715278,0,40.57874866,-80.20378929,27.10173611,0.032986111,0,0,0,0.084722222,0,0,70.128125,2.609027778,0,0,0,0.041319444,0.000694444,0,0,0.000694444,0.000694444,0
31_40.5638994_-79.97379,10.16472814,19.49677222,28.25978073,42.05471924,16.12186265,3.374909566,20.12250264,21.9322166,0.01669542,10.14722222,19.46319444,0.083680556,28.21111111,41.98229167,0.088541667,40.5638994,-79.97379,16.09409722,3.369097222,10.140625,0.006597222,0.00625,0.016666667,0.000694444,0.000347222,21.89444444,20.08784722,28.21111111,0.088541667,0,0.083680556,0,0,0,0,0,0
32_40.42747104_-79.98093154,49.24940585,31.2619119,17.19190567,1.329518448,29.08881146,2.173100441,0,1.329518448,0.877269895,37.05590278,23.521875,24.03506944,12.93541667,1.000347222,0.000347222,40.42747104,-79.98093154,21.88680556,1.635069444,37.04479167,0.011111111,0.059027778,0.660069444,0,0.008680556,1.000347222,0,12.93541667,0.000347222,0,24.03506944,0,0,0.723263889,0,0,0
33_40.41108619_-79.98297235,35.35275994,20.55389788,26.54062184,11.42913713,16.09520402,4.458693863,6.534160973,4.894976154,0.005905095,35.33888889,20.54583333,0.037152778,26.53020833,11.42465278,0.001388889,40.41108619,-79.98297235,16.08888889,4.456944444,34.49826389,0.840625,6.115277778,0.005902778,0,0,4.893055556,6.531597222,26.53020833,0.001388889,0,0.014930556,0.022222222,0,0,0,0.000694444,0
34_40.54493969_-79.94590339,0.73171326,32.46342304,0,66.78676233,28.96115515,3.502267893,13.11966749,53.66709483,0.014272238,0.729861111,32.38125,0.196527778,0,66.61770833,0.056597222,40.54493969,-79.94590339,28.88784722,3.493402778,0.585069444,0.144791667,0.003819444,0.014236111,0,0,53.53125,13.08645833,0,0.056597222,0,0.196527778,0,0,0,0,0,0
35_40.36162286_-79.95889456,12.03178364,28.14735547,21.00750119,38.41693275,25.78616571,2.361189767,24.52843955,13.8884932,0.06253887,12.02430556,28.12986111,0.047916667,20.99444444,38.39305556,0.014236111,40.36162286,-79.95889456,25.77013889,2.359722222,11.94131944,0.082986111,0.333680556,0.0625,0,0,13.87986111,24.51319444,20.99444444,0.014236111,0,0.030208333,0.010763889,0.006944444,0,0,0,0
36_40.53065404_-79.77488252,0.193055556,29.35069444,0,69.84930556,29.11875,0.231944444,9.885416667,59.96388889,0.420486111,0.193055556,29.35069444,0,0,69.84930556,0,40.53065404,-79.77488252,29.11875,0.231944444,0.177430556,0.015625,0.082986111,0.420486111,0,0.103472222,59.96388889,9.885416667,0,0,0,0,0,0,0,0,0,0
37_40.41116031_-79.99125821,12.21210721,9.047934952,23.57152037,48.60946612,8.368905669,0.679029283,0.026744376,48.58272174,0.542528768,12.20833333,9.045138889,0.027430556,23.56423611,48.59444444,0,40.41116031,-79.99125821,8.366319444,0.678819444,12.19618056,0.012152778,6.014583333,0.542361111,0,0,48.56770833,0.026736111,23.56423611,0,0,0.027083333,0.000347222,0,0,0,0.003472222,0
38_40.44986131_-79.93396856,45.34600462,21.96940528,20.96574754,11.60555621,21.16048158,0.808923706,0,11.60555621,0.109213956,42.52951389,20.60486111,5.995138889,19.66354167,10.88472222,0.138888889,40.44986131,-79.93396856,19.84618056,0.758680556,42.52951389,0,0,0.102430556,0.003472222,0.000347222,10.88472222,0,19.66354167,0.138888889,0,5.695486111,0.082638889,0,0,0.217013889,0.077083333,0
39_40.37518152_-80.01985903,5.674865798,22.78482369,10.14504141,60.28379686,21.25619221,1.528631482,12.14619146,48.13760541,0,5.517013889,22.15104167,2.752777778,9.862847222,58.60694444,0.028819444,40.37518152,-80.01985903,20.66493056,1.486111111,5.515277778,0.001736111,1.067361111,0,0,0.013194444,46.79861111,11.80833333,9.862847222,0.028819444,0,2.532638889,0.008680556,0.211458333,0,0,0,0
40_40.38847475_-80.20410764,0,0.000347232,11.54372344,87.46874913,0.000347232,0,2.145892941,85.32285619,0,0,0.000347222,0.002777778,11.54340278,87.46631944,0,40.38847475,-80.20410764,0.000347222,0,0,0,0.987152778,0,0,0,85.32048611,2.145833333,11.54340278,0,0,0.002777778,0,0,0,0,0,0
41_40.38888775_-79.98747651,13.75315615,36.37413315,2.01193598,47.47786349,33.01000925,3.364123895,1.68293141,45.79493208,0.023997162,13.73090278,36.31527778,0.113541667,2.008680556,47.40104167,0,40.38888775,-79.98747651,32.95659722,3.358680556,12.92222222,0.808680556,0.357986111,0.023958333,0,0.000347222,45.72083333,1.680208333,2.008680556,0,0,0.113541667,0,0,0,0,0.048263889,0
42_40.53434069_-80.24877103,5.893957561,44.65012687,26.83336586,22.33778546,36.52650364,8.123623233,4.877241168,17.46054429,0.07458941,5.871527778,44.48020833,0.120138889,26.73125,22.25277778,0.260416667,40.53434069,-80.24877103,36.3875,8.092708333,5.871527778,0,0.095138889,0.074305556,0.002430556,0.111805556,17.39409722,4.858680556,26.73125,0.252430556,0.007986111,0.103819444,0.016319444,0,0,0,0,0
43_40.51965265_-80.04243311,9.449527263,32.86094381,10.38388596,47.30564297,32.16347456,0.697469243,0.205628382,47.10001459,0,9.446180556,32.84930556,0.035416667,10.38020833,47.28888889,0,40.51965265,-80.04243311,32.15208333,0.697222222,9.446180556,0,0,0,0,0,47.08333333,0.205555556,10.38020833,0,0,0.035416667,0,0,0,0,0,0
44_40.57211363_-79.92795582,3.321387899,5.089869366,10.27307332,81.25367853,3.55402784,1.535841526,38.0523022,43.20137634,0.008358321,3.311458333,5.074652778,0.298958333,10.24236111,81.01076389,0,40.57211363,-79.92795582,3.543402778,1.53125,3.270138889,0.041319444,0.053472222,0.008333333,0,0,43.07222222,37.93854167,10.24236111,0,0,0.298958333,0,0,0,0,0,0
45_40.36520768_-79.79480279,18.92189948,47.41031824,9.416802482,24.19130247,46.92138298,0.488935266,4.855500609,19.33580186,0.035597,18.82604167,47.17013889,0.482291667,9.369097222,24.06875,0.024305556,40.36520768,-79.79480279,46.68368056,0.486458333,18.80347222,0.022569444,0.023958333,0.035416667,0,0,19.23784722,4.830902778,9.369097222,0,0.024305556,0.482291667,0,0,0,0,0,0
46_40.41161231_-80.0203957,22.70397845,19.30096699,11.27818295,46.65348995,11.17393679,8.127030194,0.0325248,46.62096515,0,18.90555556,16.071875,16.21041667,9.391319444,38.84826389,0.207291667,40.41161231,-80.0203957,9.304513889,6.767361111,18.89791667,0.007638889,0.052777778,0,0,0,38.82118056,0.027083333,9.391319444,0.006597222,0.200694444,15.99270833,0,0,0,0.217708333,0.3125,0
47_40.44079918_-79.88965569,26.8309652,35.06603481,17.9494621,19.61047016,30.58194916,4.48408565,3.558167087,16.05230307,0.134375472,23.43368056,30.62604167,12.02673611,15.67673611,17.12743056,0.605902778,40.44079918,-79.88965569,26.70972222,3.916319444,23.43368056,0,0.336458333,0.117361111,0,0.020486111,14.01979167,3.107638889,15.67673611,0.558680556,0.047222222,12.01527778,0.002083333,0,0,0.009375,0.029166667,0
48_40.65515523_-80.12123475,4.569339413,26.4999444,28.04611043,40.78173654,20.36011177,6.139832629,19.44784253,21.33389402,0.093138345,4.565277778,26.47638889,0.077430556,28.02118056,40.74548611,0.010763889,40.65515523,-80.12123475,20.34201389,6.134375,4.565277778,0,0.009722222,0.093055556,0,0,21.31493056,19.43055556,28.02118056,0.010763889,0,0.077430556,0,0,0,0,0.000694444,0
49_40.34787865_-80.09858529,13.04415768,38.67895044,13.03200356,35.23412324,37.43506223,1.24388821,5.310659518,29.92346372,0.007986999,13.04270833,38.67465278,0.011111111,13.03055556,35.23020833,0,40.34787865,-80.09858529,37.43090278,1.24375,13.02118056,0.021527778,0,0.007986111,0,0.002777778,29.92013889,5.310069444,13.03055556,0,0,0.011111111,0,0,0,0,0,0
50_40.52710162_-79.77641273,12.1163007,38.62890041,0.198015616,48.2337148,38.393889,0.235011416,11.21677425,37.01694055,0.09971249,11.94027778,38.06770833,1.129513889,0.195138889,47.53298611,0.265972222,40.52710162,-79.77641273,37.83611111,0.231597222,11.79479167,0.145486111,0.712847222,0.098263889,0,0,36.47916667,11.05381944,0.195138889,0.20625,0.059722222,0.978472222,0,0,0,0.151041667,0.057291667,0
51_40.34083052_-80.1071467,2.393916635,34.77246492,6.390384,56.34692146,34.23874494,0.533719976,6.943227493,49.40369397,0.076146368,2.390625,34.72465278,0.067361111,6.381597222,56.26944444,0.053472222,40.34083052,-80.1071467,34.19166667,0.532986111,0.385416667,2.005208333,0.011805556,0.076041667,0.008333333,0,49.33576389,6.933680556,6.381597222,0.053472222,0,0.0125,0.05,0,0,0.004861111,0.016666667,0
52_40.45521857_-79.93211908,27.42662088,40.9148884,21.95813915,8.76829368,39.90720301,1.00768539,3.106859619,5.661434061,0.600932058,23.29548611,34.75208333,15.04652778,18.65069444,7.447569444,0.015277778,40.45521857,-79.93211908,33.89618056,0.855902778,23.25104167,0.044444444,0.275,0.510416667,0,0.00625,4.808680556,2.638888889,18.65069444,0.015277778,0,15.03576389,0,0,0,0.010763889,0.000694444,0
53_40.40713664_-80.06050343,10.67076989,31.82337049,31.87668855,25.48889803,19.87081999,11.9525505,5.05054481,20.43835322,0.000357839,10.35416667,30.87916667,2.957291667,30.93090278,24.73263889,0.004861111,40.40713664,-80.06050343,19.28125,11.59791667,10.35138889,0.002777778,0.13125,0.000347222,0,0.004513889,19.83194444,4.900694444,30.93090278,0.004861111,0,2.953472222,0.003819444,0,0,0,0.004861111,0
54_40.35216823_-79.88635532,31.00640153,18.99905332,34.97964111,9.134227928,18.37825663,0.620796689,3.680085588,5.45414234,0.515922872,30.59201389,18.74513889,0.564583333,34.51215278,9.012152778,0.046180556,40.35216823,-79.88635532,18.13263889,0.6125,30.53402778,0.057986111,5.253472222,0.509027778,0.000694444,0.038888889,5.38125,3.630902778,34.51215278,0.027777778,0.018402778,0.011805556,0,0,0,0.552777778,0.725694444,0
55_40.50100234_-79.98430016,3.461535763,17.22031591,0.00070171,78.7830944,16.66421068,0.556105228,0.274719491,78.50837491,0.468742325,3.425694444,17.04201389,0.832291667,0.000694444,77.96736111,0,40.50100234,-79.98430016,16.49166667,0.550347222,3.373611111,0.052083333,0.064930556,0.463888889,0,0,77.69548611,0.271875,0.000694444,0,0,0.820486111,0,0,0,0.011805556,0.203125,0
56_40.4820132_-79.785313,6.593653468,35.72872789,0,57.457877,33.57764673,2.151081157,15.23343162,42.22444538,0.140409997,6.522222222,35.34166667,1.082986111,0,56.83541667,0,40.4820132,-79.785313,33.21388889,2.127777778,6.454166667,0.068055556,0.078472222,0.138888889,0,0,41.76701389,15.06840278,0,0,0,1.039930556,0,0,0,0.043055556,0.000347222,0
57_40.43671411_-79.98170947,7.665367907,22.39016526,0,66.55470464,21.93067312,0.45949214,0.001343544,66.5533611,0.154059743,5.943055556,17.359375,22.46840278,0,51.60069444,0,40.43671411,-79.98170947,17.003125,0.35625,3.243055556,2.7,2.508680556,0.119444444,0,0,51.59965278,0.001041667,0,0,0,22.30833333,0.160069444,0,0,0,0.000347222,0
58_40.54810206_-79.93123085,1.984125606,28.64338191,0.000694722,69.36901888,28.64338191,0,0,69.36901888,0.002778887,1.983333333,28.63194444,0.039930556,0.000694444,69.34131944,0,40.54810206,-79.93123085,28.63194444,0,1.983333333,0,0,0.002777778,0,0,69.34131944,0,0.000694444,0,0,0.038194444,0,0,0,0.001736111,0,0
59_40.31133351_-80.08021053,4.362917812,22.14183404,4.164270704,68.76047689,21.76754106,0.374292973,27.85380967,40.90666722,0.475010542,4.346875,22.06041667,0.2625,4.148958333,68.50763889,0.055208333,40.31133351,-80.08021053,21.6875,0.372916667,4.340972222,0.005902778,0.000347222,0.473263889,0,0.094791667,40.75625,27.75138889,4.148958333,0.055208333,0,0.246527778,0.000347222,0,0,0.015625,0.05,0
60_40.47066901_-80.06717058,10.30089104,38.27667674,22.43888589,28.18925569,34.85765162,3.419025119,6.038501714,22.15075398,0.011917865,10.20381944,37.91597222,0.907291667,22.22743056,27.92361111,0.027430556,40.47066901,-80.06717058,34.52916667,3.386805556,10.20381944,0,0.775,0.011805556,0,0,21.94201389,5.981597222,22.22743056,0.027430556,0,0.902777778,0.003472222,0,0,0.001041667,0.007638889,0
61_40.45719904_-80.23931353,0.46254497,28.40797022,33.02369675,38.00786188,28.37775895,0.030211271,0.304890753,37.70297112,0.097926187,0.4625,28.40520833,0.009722222,33.02048611,38.00416667,0,40.45719904,-80.23931353,28.375,0.030208333,0.4625,0,0,0.097916667,0,0,37.69930556,0.304861111,33.02048611,0,0,0.007291667,0.002430556,0,0,0,0,0
62_40.34198171_-79.87591065,26.02998597,19.7990051,25.20564981,28.63708366,18.72941765,1.06958745,10.10185224,18.53523143,0.118109689,26.01805556,19.78993056,0.039583333,25.19409722,28.62395833,0.00625,40.34198171,-79.87591065,18.72083333,1.069097222,25.92743056,0.090625,0.180902778,0.118055556,0.015972222,0.013194444,18.52673611,10.09722222,25.19409722,0.00625,0,0.003125,0.036458333,0,0,0,0,0
63_40.45584277_-79.98179356,11.82096834,37.60571698,30.56846383,13.53704576,34.74336171,2.862355265,5.051566685,8.485479075,1.14065367,11.67673611,37.146875,0.923263889,30.19548611,13.371875,0.105208333,40.45584277,-79.98179356,34.31944444,2.827430556,11.64305556,0.033680556,5.248958333,1.126736111,0.002777778,0.010416667,8.381944444,4.989930556,30.19548611,0.105208333,0,0.152777778,0.757638889,0.012847222,0.047916667,0,0.14375,0
64_40.45973564_-79.8993923,30.66076571,9.179678372,11.12900732,43.81100641,5.932474555,3.247203817,0.000359522,43.81064689,2.001100138,29.61180556,8.865625,3.358333333,10.74826389,42.31215278,0,40.45973564,-79.8993923,5.729513889,3.136111111,28.95902778,0.652777778,3.103125,1.932638889,0.002777778,0.002430556,42.31180556,0.000347222,10.74826389,0,0,2.139236111,1.218402778,0,0,0.000694444,0.062847222,0
65_40.40202073_-80.03752952,28.25330574,38.44477671,17.4786349,11.12544112,27.11773126,11.32704545,2.112416559,9.013024561,0.30435522,27.68784722,37.67534722,1.520138889,17.12881944,10.90277778,0.434722222,40.40202073,-80.03752952,26.575,11.10034722,27.65451389,0.033333333,4.284375,0.298263889,0.021180556,0,8.832638889,2.070138889,17.12881944,0.434722222,0,1.514583333,0,0,0,0.005555556,0.046527778,0
66_40.44862454_-80.05772161,61.88188397,7.611872588,0.010040086,26.84495876,5.294100148,2.31777244,0.690906657,26.1540521,0.000371855,57.78263889,7.107638889,4.578819444,0.009375,25.06666667,0,40.44862454,-80.05772161,4.943402778,2.164236111,45.23159722,12.55104167,3.409027778,0.000347222,0,0,24.42152778,0.645138889,0.009375,0,0,3.507986111,0.003472222,0,0,1.067361111,2.045486111,0
