id,x,y
0035G00074000000,-80.02338634,40.40918013
0024J00339000000,-79.99596761,40.45657584
0516P00285000000,-80.04293998,40.54177997
0389R00100000001,-79.97333134,40.33850406
0194P00044000000,-80.07859189,40.3662527
0174N00231000000,-79.89620735,40.45388402
2020J00117000000,-79.73228855,40.64939568
0020J00070000000,-80.0460475,40.44679495
0858H00187000000,-79.75366158,40.41989067
0430J00175000000,-80.03071471,40.53466248
0767K00286000000,-79.9417134,40.30117252
0050N00015000000,-79.94938588,40.46475076
0284L00090000000,-79.95620572,40.51394562
0446L00123000000,-79.82149907,40.4964993
1498M00101000000,-80.06925769,40.6219597
1367B00206000000,-79.74342881,40.61694178
0997C00313000000,-79.80760966,40.28664281
0516F00330000000,-80.04550595,40.5461422
0247F00016000000,-79.97500632,40.36054617
0445D00170000000,-79.81778308,40.5099198
0137R00059000000,-79.97153768,40.37651611
0132H00088000000,-79.8995581,40.39044722
0461M00257000000,-79.81917304,40.35011702
0235L00027000000,-79.87090172,40.41702205
0027B00203000000,-79.95879806,40.45120861
1367S00111000000,-79.73733149,40.60998617
0066A00262000000,-80.08077887,40.41195187
0070C00107000000,-80.07356973,40.45192371
0295R00092000000,-79.85558184,40.46333069
0433C00082000000,-79.97302238,40.53940933
0391D00010000000,-80.00283397,40.34579348
1656S00370000000,-80.08466056,40.63040084
0826C00269000000,-80.02246918,40.578213
0750E00062000000,-79.78198426,40.37176832
0545K00041000000,-79.81172451,40.39801038
0083C00011000000,-79.92398,40.4721142
1345L00362180400,-80.10540594,40.61157167
1239K00049000000,-79.70852254,40.47518444
0036S00294000000,-80.03324443,40.40540796
0223S00066000000,-79.919693,40.50282077
0125L00080000000,-79.90716728,40.45756751
0290B00148000000,-79.8609518,40.52063383
0308K00323000000,-79.87714812,40.35031522
0558F00138000000,-79.89274894,40.32341068
0446H00118000000,-79.81862792,40.49720025
0214R00173000000,-80.07221684,40.50305477
0098C00152000000,-80.03864044,40.39322773
1009F00048000000,-80.01184557,40.2846729
0140R00050000000,-80.0204499,40.37683565
1347B00014000000,-80.07566618,40.61772467
0350N00100000000,-80.04776476,40.52091304
0317K00112000000,-80.02475561,40.34999663
0661G00026000000,-79.95646827,40.31322567
0382F00382000000,-79.86210972,40.34330353
0744H00117000000,-79.7690327,40.43029371
0124S00032000000,-79.90151545,40.46481564
0076N00135000000,-80.03130836,40.47388684
0302K00106000000,-79.85947956,40.39832889
1006A00116000000,-79.96291008,40.28609992
0014E00312000000,-79.99549805,40.42023334
1223N00276000000,-79.76219532,40.60025384
1363J00068000000,-79.81185056,40.61180278
0302K00102000000,-79.85912517,40.39816506
0690D00048000000,-80.21845002,40.44118497
0243B00064000000,-79.91130015,40.36455047
0301N00055000000,-79.863421399999993,40.40641152
0116A00290000000,-80.01578065,40.48964791
0380C00292000000,-79.84009029,40.3544234
0152K00137000000,-80.10790125,40.44618157
0750E00169000000,-79.78118892,40.37057572
0738M00057000000,-79.7687508,40.48486439
1243K00326000000,-79.71069668,40.43720513
0296C00124000000,-79.85508761,40.46252151
0848F00335000000,-79.76080509,40.5175055
0837K00209000000,-79.84464789,40.57490885
0248E00160000000,-79.99666821,40.36095607
1240A00367000000,-79.71671352,40.47145323
0887K00078000000,-80.01137625,40.29085634
0098B00154000001,-80.04209635,40.39433804
0460R00219000000,-79.82408766,40.3569166
0025N00242000000,-79.97937925,40.45395528
1076N00228000000,-79.96315143,40.59109077
0055F00161000000,-79.94251702,40.42031337
0280P00244000000,-80.02585769,40.5117843
0324N00014000000,-80.14900266,40.34762056
0026H00173000000,-79.94970417,40.45871463
0569D00024000000,-80.0684612,40.32566466
1678R00330000000,-79.72108404,40.62841116
0379S00064000000,-79.83687933,40.35673049
0233M00072000000,-79.86977985,40.43770179
0543R00313000000,-79.80790304,40.41507266
0051G00149000000,-79.93912023,40.4583348
0455H00122000000,-79.81816126,40.41005553
0934C00284000000,-80.20526478,40.58792055
0173A00199000000,-79.89906741,40.46984467
2181H00377000000,-80.08562654,40.6619705
0665B00197000000,-80.02721443,40.31593806
0831R00276000000,-79.93893998,40.57116344
0367C00175000000,-79.83906282,40.48049784
0125G00104000000,-79.90376035,40.45774526
0506N00030000000,-80.19830794,40.53107105
0451J00274000000,-79.83180907,40.44686064
0133A00043000000,-79.91207798,40.38295252
0012M00024000A00,-79.96929369,40.42729563
2013K00062000000,-79.84097767,40.64943933
0477B00035000000,-80.05790355,40.33549846
0627R00017000000,-79.79094869,40.54163901
0072L00055000000,-80.07070975,40.46513401
1664G00076000000,-79.95696568,40.63282811
1352K00258000000,-79.99374941,40.61071239
0775S00067000000,-80.06865008,40.29864094
0547K00348000000,-79.81039988,40.37957773
1357A00080000000,-79.91303374,40.61777513
0095S00190000000,-79.98682392,40.38611742
0597R00184000000,-80.20627977,40.51233024
0077P00116000000,-80.00856117,40.47334175
9929X50155000000,-80.23561888,40.38227728
0878E00275000000,-79.88175546,40.29342971
0131F00060000000,-79.90913401,40.39978809
1238R00186000000,-79.70803178,40.4841923
0054N00223000000,-79.94545976,40.42400997
0015L00221000000,-80.00573956,40.41778169
0209D00080000000,-80.11814782,40.49036017
0062M00170000000,-80.0177163,40.39853356
0041G00034000000,-80.05667211,40.44977429
0314K00020000000,-79.97778068,40.34906033
0064G00050000000,-80.05633185,40.40151646
0094J00180000000,-79.98190958,40.38773285
0436A00075000000,-79.93242997,40.53802969
1200E00061000000,-80.14906488,40.60405101
0087F00172000000,-79.92694447,40.4294681
0433K00121000000,-79.97659424,40.53345335
0153C00129000000,-80.10606609,40.4619463
0349R00026000000,-80.05759178,40.52187863
0351M00221000000,-80.01881209,40.52519951
0188K00095000000,-79.97768385,40.3677109
0800B00129000000,-80.24328347,40.45160482
0023F00402000000,-80.00863076,40.4576014
0735C00254000000,-79.77450574,40.51921025
0033S00233000000,-79.98522692,40.40480019
0456F00380000000,-79.82565748,40.39993716
0204E00130000000,-80.13028573,40.43992818
0446G00009000000,-79.82155245,40.49717024
0569C00226000000,-80.07194415,40.32586304
1421B00152000000,-79.92652702,40.25734215
0830N00256000000,-79.96574979,40.56949597
0926F00017000000,-80.25792423,40.53692981
0375K00096000000,-79.8418569,40.39919445
0091G00192000000,-79.92269307,40.39036598
0949A00128000000,-79.96344715,40.58795556
1214K00056000000,-79.90950172,40.60216371
0249A00194000000,-80.01501392,40.36397364
0180R00175000000,-79.88759357,40.39599154
0767F00015000000,-79.94153486,40.30429593
0419H00282000000,-80.16796401,40.51708531
0280F00026000000,-80.02506381,40.51711693
0924S00130000000,-80.24750645,40.51368568
1133H00301000000,-79.88694473,40.27363946
0237P00091000000,-79.87494003,40.39460808
0098B00072000000,-80.04460239,40.39208321
0237P00103000000,-79.87527877,40.39521258
0361G00100000000,-79.85631011,40.52581768
0954N00151000000,-79.88068113,40.57986958
0634S00097000000,-79.78370146,40.47462426
0049G00028000000,-79.95685459,40.46754972
0608J00213000000,-80.09927111,40.55396656
0424D00030001700,-80.11744044,40.53948841
0049L00002000A00,-79.95769185,40.46656289
0236L00186000000,-79.87141396,40.40773312
0125P00218000000,-79.91057388,40.45312906
0398G00036000000,-80.12424034,40.34178833
1365G00272000000,-79.77452199,40.61534979
0089A00025000000,-79.93227323,40.41314608
0249R00284000000,-80.00754581,40.35583245
0298B00122000000,-79.85909774,40.44138808
0466M00366000000,-79.86770603,40.32845783
0758J00163000000,-79.79821045,40.30116092
0465A00203000000,-79.86490019,40.3351511
0812S00268000000,-80.2346395,40.56262527
0090H00205000000,-79.91851479,40.40096895
0382C00396000000,-79.8546346,40.34367213
0037J00096000000,-80.0655272,40.40823936
0246B00360000000,-79.96074401,40.36444678
0176G00010000000,-79.88915245,40.4381981
0850C00351000000,-79.75620847,40.4989494
0558S00351000000,-79.88500533,40.3176083
0591F00289000000,-80.21162397,40.45808206
1416S00276000000,-79.83514375,40.25025553
0102G00168000000,-80.09038129,40.40036661
0717K00094000000,-79.99439342,40.56299777
0014B00281000000,-79.99226444,40.42228916
0980A00084000000,-79.74837813,40.41231039
0214H00113000000,-80.06691296,40.50760712
0236H00230000000,-79.86708858,40.40934094
0036E00039000000,-80.0464594,40.40936958
0096B00262000000,-80.01007051,40.39199186
1223H00165000000,-79.75229679,40.60447575
0138D00035000000,-79.98411029,40.38423595
0072B00225000400,-80.07647946,40.47196694
0177G00025000000,-79.88998199,40.4304887
0300S00214000000,-79.8512109,40.41548965
0733A00164000000,-79.78132781,40.53849038
0181A00230000000,-79.89807356,40.39294077
0462M00152000000,-79.81650113,40.34081097
0732C00236000000,-79.77217743,40.54887032
0022P00101000000,-80.02794286,40.45401038
0944M00108000000,-80.03350086,40.58270395
0793L00004000000,-80.23851216,40.37995255
0006R00336000000,-80.02077895,40.4341148
0087G00116000000,-79.92084149,40.42879084
0419B00047000000,-80.17540052,40.51903882
0168B00042000000,-79.92451517,40.50042716
0520L00012000000,-79.97435267,40.54451367
0111R00016000000,-80.09115938,40.48302089
0064J00062000000,-80.06525223,40.39799035
0657P00325000000,-79.89253513,40.30745647
0235E00296000000,-79.88052169,40.41892285
0192B00159000000,-80.04347404,40.37356199
0050H00039000000,-79.93540248,40.46759369
0251J00142000000,-80.04859853,40.35784353
0419C00155000000,-80.17187628,40.51901416
0047P00080000000,-79.99275243,40.46273685
0199E00019000000,-80.12962457,40.39141758
0447E00181000000,-79.83085265,40.48890134
0255P00323000000,-80.11003377,40.35716577
0376M00241000000,-79.83691896,40.38864416
0311P00006000000,-79.92841482,40.34739543
1366P00026000000,-79.75832978,40.61020993
0062F00193000000,-80.02633143,40.40049525
0386S00136000000,-79.91828467,40.3382099
0389L00026000000,-79.97342388,40.33977809
0055P00012000000,-79.94494267,40.41438474
0194D00120000000,-80.06835161,40.37272146
0432D00214000000,-79.98459959,40.5390339
0005C00047000000,-80.02042115,40.43089298
0277L00054000000,-80.0731487,40.51509139
0620S00140000000,-79.88536286,40.55082361
0456R00326000000,-79.82147552,40.39705897
0210S00071000000,-80.11781098,40.49206615
0073L00191000000,-80.07172635,40.47533545
0557H00043000000,-79.87003263,40.32212644
0237D00013000000,-79.86621344,40.40392278
0024J00049000000,-79.99901898,40.45594564
0373A00070000000,-79.84629574,40.42219171
0387S00017000000,-79.93607237,40.33667147
0107M00015000000,-80.08327904,40.44720885
0517C00092000000,-80.02304217,40.54873616
0446M00181000000,-79.81939741,40.49617696
0141P00371000000,-80.04458689,40.37586302
0376S00155000000,-79.83399358,40.38489154
0253B00066000000,-80.0765008,40.36408308
0811H00326000000,-80.2341445,40.5579576
1108E00085000000,-79.72995744,40.42112058
0435C00006000000,-79.93907096,40.53998943
0810K00196000000,-80.24340634,40.54537148
0948K00154000000,-79.97744999,40.58286144
0370B00192000000,-79.84360077,40.45222892
0029H00130000000,-79.95215924,40.429546
1319A00038000000,-80.31373205,40.48087179
0506J00058000000,-80.19874875,40.5345498
0164P00062000000,-79.99324132,40.49176245
0063B00226000000,-80.04464609,40.40219688
0003K00175000000,-79.99246947,40.42694935
0973E00006000000,-79.74671059,40.47977045
0004H00207000000,-80.00204679,40.42874989
0042J00169000000,-80.06201225,40.45708349
0382L00292000000,-79.85605115,40.34013623
0443E00160000000,-79.83039058,40.52716602
0546F00340000000,-79.80858927,40.39062945
0365R00119000000,-79.83829362,40.49374765
0015H00219000000,-80.00121013,40.42061861
0141B00006000000,-80.04500974,40.38437616
0050K00140000000,-79.94144431,40.46611544
0194G00144000000,-80.0731508,40.37107584
0845G00220000000,-79.75593176,40.54566828
0520P00040000000,-79.97848825,40.54231568
0066C00209000000,-80.07186265,40.41361579
0102R00322000000,-80.08938048,40.3947491
0163B00345000000,-80.00839794,40.49897967
0448N00127000000,-79.82944743,40.47460482
0654S00035000000,-79.83507745,40.30690288
0194J00148000000,-80.08006946,40.36987359
0666E00026000000,-80.04599239,40.31407818
0697S00307000000,-80.2170928,40.50313288
1127E00062000000,-79.79744969,40.27542851
0082L00072000000,-79.92443215,40.47480848
0143L00110000000,-80.07080152,40.37872965
0667J00216000000,-80.06606,40.30955866
1996C00006000000,-80.1232991,40.65460736
0884B00018000000,-79.97556142,40.29615269
0371P00122000000,-79.84208338,40.43423259
0953M00225000000,-79.88600759,40.58352898
0011J00086000000,-79.9825499,40.43720944
0113C00166000000,-80.05547776,40.48984423
0028P00308000000,-79.9596939,40.43499587
0139S00154000000,-80.00175916,40.37663455
0101E00265000000,-80.09517981,40.39081814
0452P00014000000,-79.82774166,40.43528701
0139N00028000000,-80.01364902,40.3773633
0653L00206000000,-79.82123961,40.31167752
0491C00203000000,-80.18832188,40.39363651
0177B00038000000,-79.8922785,40.43263659
0376M00263000000,-79.8354518,40.38868702
0039F00084000000,-80.06087939,40.42951053
0220N00272000000,-79.98090403,40.50307215
0140G00100000000,-80.02300341,40.3805875
0176L00056000000,-79.88907244,40.43791512
0268G00029000000,-80.139053379999993,40.46942145
0174E00206000000,-79.89720234,40.45863915
0372R00106000000,-79.83873981,40.42372523
0543P00009000000,-79.80773405,40.41427154
0383P00252000000,-79.87477662,40.33778226
0399D00005000000,-80.13633432,40.34437272
0584R00024000000,-80.20470958,40.38552014
0976M00202000000,-79.73467079,40.44777341
0075S00195000000,-80.03473058,40.47344181
0772A00124000000,-80.03047231,40.30516066
0279B00334000000,-80.04216493,40.52049527
1367G00240000000,-79.73915756,40.61572567
0590F00005000000,-80.21073615,40.45020413
1354H00125000100,-79.95229613,40.6152228
0522P00013000000,-79.94517508,40.54043965
0023K00241000B00,-80.00952489,40.45579283
0878N00212000000,-79.8809204,40.28922281
1735R00019000000,-79.85406559,40.22923322
0443R00387000000,-79.82392194,40.52312307
0066R00112000000,-80.07281487,40.4063905
0751E00140000000,-79.78293372,40.36108948
0383B00292000000,-79.87596168,40.34483129
0469C00163000000,-79.92301338,40.33483091
0099E00216000000,-80.06537492,40.39122696
0049G00103000000,-79.95662878,40.46896598
0635C00067000000,-79.78819708,40.47091557
0728B00101000000,-79.80926688,40.56908288
0381L00126000000,-79.83903166,40.33884354
0282A00107000000,-79.99720084,40.52002404
1214J00142000000,-79.91427992,40.60321957
0028P00115000000,-79.96147771,40.433912050000004
0165J00090000000,-79.97965438,40.49609499
0252B00134000000,-80.05986789,40.36363615
0523H00103000000,-79.91720219,40.54589685
0396N00006000000,-80.09583899,40.33763878
1823L00010000000,-80.0872132,40.64227816
0021N00061000000,-80.04794374,40.45328254
0068G00270000000,-80.0735422,40.4304651
0015E00006000000,-80.01425372,40.41906545
0047G00250000000,-79.98800965,40.46831581
1238L00132000000,-79.70477891,40.48602661
0014H00224000000,-79.98361614,40.42103153
0969K00023000000,-79.74428933,40.51597049
0537P00165000000,-79.8106835,40.47563145
0168K00071000100,-79.92740909,40.49476801
0290F00078000000,-79.86021838,40.51716473
0005D00166000000,-80.01912083,40.43198605
0228F00081000000,-79.87655303,40.48841674
1001A00069000000,-79.88262762,40.28607354
0006F00251000000,-80.02486201,40.43922781
0999B00077000000,-79.84105014,40.28729773
0390G00098000000,-79.98692594,40.34129166
0233K00209000000,-79.87799546,40.43691533
0657K00224000000,-79.89351643,40.30992078
0395B00060000000,-80.07573602,40.34469947
0028E00253000000,-79.96572902,40.43844126
0450D00377000000,-79.82012649,40.46159895
0353M00089000000,-79.98678227,40.52394842
1202H00108000000,-80.10227251,40.60366681
0452L00074000000,-79.82277068,40.43732502
0446H00012000000,-79.81715326,40.49707232
1107G00002000000,-79.72292724,40.43086474
0080D00303000000,-79.9516591,40.47977251
0142N00036000000,-80.06579274,40.37533452
0589P00076000000,-80.212545,40.43423332
0042L00173000000,-80.05708862,40.45755333
0096M00297000000,-80.00058414,40.38773794
0173J00020000000,-79.89888545,40.46674787
0136G00030000000,-79.95401009,40.38186389
0725B00394000000,-79.86228973,40.56965749
0538K00186000000,-79.81135157,40.46736334
0563D00239000000,-79.9663723,40.32543405
0116D00045000000,-80.0026928,40.49137307
0184S00050000000,-79.90201582,40.3659373
0023P00027000000,-80.01091699,40.4549978
0248R00216000000,-79.98802961,40.35653249
0140K00118000000,-80.02479538,40.37798905
0056L00055000000,-79.94111174,40.40767031
0321L00009000000,-80.09015123,40.34932162
0822S00385000000,-80.08755067,40.57165427
0073P00154000000,-80.07724458,40.47403543
0098C00336000000,-80.03932618,40.39200681
2183B00009000000,-80.0605617,40.66579789
0049C00076000000,-79.95690584,40.47065377
0379A00076000000,-79.84948154,40.36390344
0319G00350000000,-80.05729164,40.35094213
0139A00254000000,-80.01493612,40.38436038
0061J00034000000,-80.01492554,40.39786355
0012S00294000000,-79.96928858,40.42591956
0297F00174000000,-79.8593782,40.44997779
0077F00131000000,-80.0101393,40.47851788
0973C00156000000,-79.74024294,40.48100456
0277S00165000000,-80.07052415,40.51103445
1510J00345000000,-79.88209807,40.62084002
0351F00014000000,-80.02504614,40.52672454
0429H00137000000,-80.03568915,40.53704439
0305L00309000000,-79.85468915,40.36947914
0341E00059000000,-80.16485706,40.50747508
0114L00149000000,-80.04045724,40.4849463
0252M00104000000,-80.05252568,40.35971744
0522R00026000000,-79.93991599,40.54049169
0095K00027000000,-79.99182407,40.38932404
0066K00006000000,-80.07830279,40.408893
0014M00222000000,-79.98589078,40.41675152
0112P00365000000,-80.07828216,40.48419874
0055E00275000000,-79.94558857,40.42023451
0148L00029000000,-80.10499514,40.40732776
1068D00080000000,-80.08438437,40.59750982
0049L00333000000,-79.95578095,40.46527773
0045E00005000000,-80.03201032,40.4696684
0098F00181000000,-80.04189738,40.39133622
0417R00292000000,-80.17203338,40.49244681
0773B00135000000,-80.04111933,40.30623376
1238K00090000000,-79.71114261,40.48586836
0416L00120000000,-80.17177807,40.48467427
0137E00345000000,-79.97945271,40.37997097
0028R00136000000,-79.95610131,40.43349542
0683F00002000000,-80.22751677,40.37259961
0613A00136000000,-80.01337906,40.55919951
0297E00188000000,-79.8625365,40.4483033
0071A00050000000,-80.07918919,40.46106508
1224E00270000000,-79.74777559,40.60478549
0464B00258000000,-79.84482899,40.33611016
0054L00266000000,-79.93720706,40.42745268
0006P00101000000,-80.0251805,40.4347825
0075D00131000000,-80.03510887,40.48119666
1136A00209000000,-79.94728635,40.2759508
0368C00166000000,-79.83944766,40.47014423
0887K00098000000,-80.02692205,40.2920972
0353H00057000000,-79.98693975,40.52782469
0083A00059000000,-79.93222842,40.4707229
1669S00063000000,-79.86964635,40.62855277
1223N00200000000,-79.76373382,40.59942202
0010H00170000000,-79.9679004,40.44908559
0363D00126000000,-79.83457843,40.51950782
0887C00133000000,-80.02443604,40.29639575
0417B00121000000,-80.17860967,40.50047971
0056F00235000000,-79.94273289,40.41000559
0328K00004000000,-80.16027859,40.37798806
0125R00075000000,-79.90777031,40.454316
0977P00158000000,-79.74323568,40.43536617
0808A00004000000,-80.24884974,40.5289592
2190K00034000000,-79.94418026,40.66045999
0657C00011000000,-79.88723589,40.31632605
0545R00355000000,-79.80552081,40.39597314
0192E00243000000,-80.04830709,40.37211089
0341D00199000000,-80.15293323,40.51013402
0167A00161000000,-79.94704012,40.49998707
0372N00010000000,-79.845041,40.42518171
1845M00136000000,-79.71721299,40.6422771
1223K00188000000,-79.76124673,40.60231412
0110G00070000000,-80.09042386,40.47769784
0815K00244000001,-80.21121416,40.57334508
0888H00020000000,-80.03346119,40.293771220000004
0321C00150000000,-80.08934685,40.35470539
0589G00011000000,-80.20542146,40.43806843
0017P00065000000,-80.04298641,40.41490471
1270C00160000000,-79.85577858,40.26753076
1198M00209000000,-80.17010839,40.60319366
0717K00196000000,-79.9916186,40.56416349
0416H00011000000,-80.16980791,40.48713832
0005C00120000000,-80.02165416,40.43265422
0006R00298000000,-80.02118165,40.43459589
1173P00003000000,-80.29216441,40.42580265
0026H00067000000,-79.95220571,40.45816752
0824L00031000000,-80.05426322,40.57429066
0368L00056000000,-79.84067164,40.46646323
0944S00260000000,-80.03444307,40.58089834
0004R00063000000,-80.00551591,40.42577847
0942B00063000000,-80.07530423,40.58863809
0050J00192000000,-79.94802451,40.46491118
0879B00004000000,-79.89145126,40.29556787
0419G00226000000,-80.17109234,40.5168305
0657R00010000000,-79.89069729,40.30908055
0359K00015000000,-79.89464564,40.52527974
0477H00029000000,-80.04927895,40.33124705
0943H00215000000,-80.05345526,40.58613905
0140E00180000000,-80.03014675,40.38021985
0045D00027000000,-80.01723928,40.47038608
0042J00236000000,-80.06449633,40.45551555
0318H00164000000,-80.03332569,40.35171714
0447K00155000000,-79.82814282,40.48662731
0495K00002000000,-80.1946368,40.43005843
0022L00103000000,-80.02385136,40.45671045
0374C00168000000,-79.83788966,40.41147898
1417C00057000000,-79.85684521,40.25669763
1238L00148000000,-79.7047856,40.48672475
0050K00224000000,-79.94315043,40.4660158
0521L00022000000,-79.95842962,40.54375116
0124S00068000000,-79.90234786,40.46433368
0014E00109000000,-79.99839371,40.4201908
0541G00219000000,-79.8063482,40.44041868
0055G00324000000,-79.93939393,40.41877545
0070M00223000000,-80.0701339,40.44701569
0221D00366000000,-79.9520992,40.51058433
0232F00093000000,-79.87783053,40.44911901
0030J00056000000,-79.96577524,40.41747983
0643F00100000001,-79.79496578,40.38702559
0237H00217000000,-79.86729925,40.39940422
0614K00028000000,-79.9925898,40.55461506
0613B00071000000,-80.01028107,40.55779303
0829B00001D00100,-79.97851083,40.57814309
0568P00249000000,-80.05859923,40.31780009
2013N00062000000,-79.84795614,40.64799523
0095A00287000000,-79.99575954,40.39234844
1368G00309000000,-79.72181058,40.61366457
0258A00018000000,-80.14843549,40.37325263
0404K00022000000,-80.17623811,40.36855565
0140J00152000000,-80.0323384,40.37982443
0390M00163000000,-79.98672101,40.33922821
0101H00046000000,-80.08339341,40.39089185
0373B00150000000,-79.84297255,40.42331319
1506D00246000000,-79.93418894,40.62691355
0003J00082000000,-79.99595099,40.42731557
0136A00216000000,-79.9655977,40.38371158
0624D00225000000,-79.81766576,40.55835669
0042H00138000000,-80.05103278,40.45778106
0279N00030000000,-80.04580133,40.5125603
0719D00034000000,-79.95088683,40.56834446
0250A00080000000,-80.03062497,40.36451437
0093P00130000000,-79.95980818,40.38572694
0130P00298000000,-79.91033111,40.40481452
0029C00214000000,-79.95550368,40.43229786
0473B00166000000,-79.9924066,40.33420259
0455R00189000000,-79.82138596,40.40485664
1272L00272000000,-79.88978861,40.26142369
0461P00055000000,-79.82615581,40.34823447
0455L00026000000,-79.82187404,40.40902965
1355F00185000000,-79.94325858,40.61446409
0503A00026000000,-80.19915386,40.50905154
0546R00098000000,-79.80699237,40.38548079
0612A00046000000,-80.03277496,40.55764421
0259R00001000000,-80.13797243,40.37604675
0981A00330000000,-79.74904959,40.40220012
0350P00178000000,-80.04569771,40.52326534
0102G00093000000,-80.08798385,40.40042852
0624H00223000000,-79.81903354,40.55625664
0179J00086000000,-79.89864998,40.40784654
0219G00062000000,-79.98918974,40.5081464
0395J00298000000,-80.0815789,40.33881658
0379S00198000000,-79.83652516,40.35602083
0461N00207000000,-79.83142481,40.34655352
0947P00167000000,-79.99424591,40.57966439
0098H00145000000,-80.03387697,40.38987701
0362R00160000000,-79.8385109,40.52285046
0195G00010000000,-80.08983729,40.37249988
0546L00161000000,-79.80649483,40.38844727
0567R00217000000,-80.04098149,40.31848953
0098B00182000000,-80.04154661,40.3935962
0110F00293000000,-80.09393606,40.47882763
0642N00320000000,-79.79759493,40.39641181
0136J00030000000,-79.96487946,40.37825369
0476B00020000000,-80.04471139,40.33447302
0014R00111000000,-79.99015951,40.4153821
0098L00153000000,-80.03969586,40.3890667
0714J00008000000,-80.04590189,40.56261473
0081H00002000000,-79.93337785,40.47722596
0050H00275000C00,-79.93561172,40.46871981
0828J00049000000,-79.99764344,40.57267951
0232C00004000000,-79.87082756,40.45212452
0075B00356000000,-80.04124826,40.481555470000004
0232K00168000000,-79.87686226,40.44777075
0081M00228000000,-79.93500142,40.47662049
0045S00055000000,-80.01825038,40.46366292
2012P00240000000,-79.86011377,40.64899417
0737N00196000000,-79.78083412,40.49330314
0380M00128000000,-79.83464037,40.34853468
0088E00005000000,-79.93252257,40.42113408
0541R00058000000,-79.80648687,40.43500307
0493P00114000000,-80.19343842,40.40421413
0110A00160000000,-80.09902783,40.4812175
1355F00335000000,-79.94436358,40.61511401
0231J00139000000,-79.88104044,40.45727277
0008A00176000000,-80.01533812,40.45050751
0477M00204000000,-80.05257241,40.32907362
